name:en_aa,name:en_var,type_var,2015,2014
Bolivia,Average cost of green micro debt,ind,0.00479032258065,0.00479032258065
Bolivia,Average cost of debt,ind,0.0490130241585,0.0490130241585
Bolivia,Swap rate,ind,0.08765625,0.08765625
Bolivia,Value chains,param,0.641447368421,0.825657894737
Bolivia,Financial institutions in clean energy,ind,0.075,0.075
Bolivia,Value chains by clean energy sector,ind,0.0394736842105,0.0394736842105
Bolivia,Distributed clean energy value chains by sector,ind,0.0,0.0
Bolivia,Clean energy service providers,ind,0.009375,0.009375
Bolivia,Distributed clean energy service providers,ind,0.0,0.0
Bolivia,GHG management,param,1.21287142584,1.33202851396
Bolivia,Carbon offsets historical activity,ind,0.075,0.075
Bolivia,CDM risk,ind,0.0,0.0
Bolivia,Carbon offsets future potential,ind,0.0229723805421,0.0229723805421
Bolivia,GHG emissions reduction target,ind,0.0,0.0
Bolivia,GHG country registry,ind,0.0,0.0
Bolivia,GHG market-based instruments,ind,0.0,0.0
Bolivia,PMR & NAMA,ind,0.0,0.0
Bolivia,Voluntary GHG reporting by corporates,ind,0.0268318965517,0.0268318965517
Bolivia,Investor pressure – PRI signatories,ind,0.0,0.0
Bolivia,Corporate energy efficiency initiatives,ind,0.0,0.0
Bolivia,Corporate emission reduction policies,ind,0.0,0.0
Bolivia,Capacity building – env. business training,ind,0.0375,0.0375
Bolivia,Capacity building – think tanks,ind,0.0375,0.0375
Brazil,Score,score,2.11975360764,2.17321811376
Brazil,Enabling framework,param,1.97878075056,2.13580676277
Brazil,Clean energy policies,ind,0.238608842055,0.269446857485
Brazil,Power sector structure,ind,0.183272727273,0.1691
Brazil,Distributed energy regulatory framework,ind,0.0,0.0
Brazil,Clean energy rural electrification,ind,0.04,0.04
Brazil,Energy access policies,ind,0.0,0.0
Brazil,Policy barriers,ind,0.00099907493062,0.00212323064113
Brazil,Clean energy installed capacity,ind,0.0442995261307,0.0394840957631
Brazil,Growth rate of installed capacity,ind,0.0282604034624,0.000244893746111
Brazil,Clean energy electricity generation,ind,0.0271500951017,0.0143182229496
Brazil,Growth rate of electricity generation,ind,0.012818380876,0.0
Brazil,Biofuels production,ind,0.0523320788535,0.08
Brazil,Growth rate biofuels production,ind,0.00988339396324,0.08
Brazil,Average electricity spot prices,ind,0.1,0.1
Brazil,Average retail electricity prices,ind,0.0211193315789,0.0225524344569
Brazil,Average residential electricity prices,ind,0.0,0.0
Brazil,Average commercial electricity prices,ind,0.0,0.0
Brazil,Average industrial electricity prices,ind,0.0,0.0
Brazil,Average kerosene prices,ind,0.0,0.0
Brazil,Average diesel prices,ind,0.0,0.0
Brazil,Growth rate of power demand,ind,0.0307684459992,0.0354368084483
Brazil,Electrification rate,ind,0.002,0.00161616161616
Brazil,Population using solid fuels for cooking,ind,0.0,0.0
Brazil,Financing and Investments,param,0.690821649522,0.574042860642
Brazil,Clean energy investments,ind,0.0257415718496,0.0456817551057
Brazil,Growth rate of clean energy investments,ind,0.0622826537532,0.0197082739927
Brazil,Asset finance investments,ind,0.0,0.0
Brazil,Corporate finance investments,ind,0.0,0.0
Brazil,VC/PE investments,ind,0.0,0.0
Brazil,"Loans, grants, grant programs",ind,0.00165176254436,0.00181109254223
Brazil,Local investments,ind,0.00990155639567,0.0241488593564
Brazil,Number of Green MFI,ind,0.00285136935808,0.0126916342776
Brazil,Green micro-loans,ind,0.000972503686314,6.9071870014e-06
Brazil,Green micro-borrowers,ind,0.00874199753072,1.46171424695e-05
Brazil,Average cost of green micro debt,ind,0.0495,0.0165
Brazil,Average cost of debt,ind,0.0141474876334,0.0197747185884
Brazil,Swap rate,ind,0.0314555921053,0.031875
Brazil,Value chains,param,4.34539473684,4.40789473684
Brazil,Financial institutions in clean energy,ind,0.1875,0.1875
Brazil,Value chains by clean energy sector,ind,0.286184210526,0.286184210526
Brazil,Distributed clean energy value chains by sector,ind,0.0,0.0
Brazil,Clean energy service providers,ind,0.178125,0.1875
Brazil,Distributed clean energy service providers,ind,0.0,0.0
Brazil,GHG management,param,3.12790401354,3.23665559959
Brazil,Carbon offsets historical activity,ind,0.075,0.075
Brazil,CDM risk,ind,0.05,0.05
Brazil,Carbon offsets future potential,ind,0.0285276933328,0.0285276933328
Brazil,GHG emissions reduction target,ind,0.09375,0.09375
Brazil,GHG country registry,ind,0.046875,0.05625
Brazil,GHG market-based instruments,ind,0.0,0.0
Brazil,PMR & NAMA,ind,0.028125,0.028125
Brazil,Voluntary GHG reporting by corporates,ind,0.0123988263861,0.012766611977
Brazil,Investor pressure – PRI signatories,ind,0.0337800113975,0.0375
Brazil,Corporate energy efficiency initiatives,ind,0.0123375615741,0.0141512734705
Brazil,Corporate emission reduction policies,ind,0.0133915093405,0.0144277611581
Brazil,Capacity building – env. business training,ind,0.0375,0.0375
Brazil,Capacity building – think tanks,ind,0.0375,0.0375
Bahamas,Score,score,0.480563194098,0.527039233413
Bahamas,Enabling framework,param,0.356262357504,0.465599180024
Bahamas,Clean energy policies,ind,0.0,0.0
Bahamas,Power sector structure,ind,0.0327272727273,0.0402
Bahamas,Distributed energy regulatory framework,ind,0.0,0.0
Bahamas,Clean energy rural electrification,ind,0.0,0.0
Bahamas,Energy access policies,ind,0.0,0.0
Bahamas,Policy barriers,ind,0.000380952380952,0.000809523809524
Bahamas,Clean energy installed capacity,ind,0.0,0.0
Bahamas,Growth rate of installed capacity,ind,0.0,0.0
Bahamas,Clean energy electricity generation,ind,0.0,0.0
Bahamas,Growth rate of electricity generation,ind,0.0,0.0
Bahamas,Biofuels production,ind,0.00360215770265,0.0
Bahamas,Growth rate biofuels production,ind,0.0,0.0
Bahamas,Average electricity spot prices,ind,0.0,0.0
Bahamas,Average retail electricity prices,ind,0.103794560191,0.1436301482
Bahamas,Average residential electricity prices,ind,0.0,0.0
Bahamas,Average commercial electricity prices,ind,0.0,0.0
Bahamas,Average industrial electricity prices,ind,0.0,0.0
Bahamas,Average kerosene prices,ind,0.0,0.0
Bahamas,Average diesel prices,ind,0.0,0.0
Bahamas,Growth rate of power demand,ind,0.0,0.0
Bahamas,Electrification rate,ind,0.002,0.0016
Bahamas,Population using solid fuels for cooking,ind,0.0,0.0
Bahamas,Financing and Investments,param,0.597803819444,0.63983625731
Bahamas,Clean energy investments,ind,0.0,0.0
Bahamas,Growth rate of clean energy investments,ind,0.0,0.0
Bahamas,Asset finance investments,ind,0.0,0.0
Bahamas,Corporate finance investments,ind,0.0,0.0
Bahamas,VC/PE investments,ind,0.0,0.0
Bahamas,"Loans, grants, grant programs",ind,0.0,0.0
Bahamas,Local investments,ind,0.0,0.0
Bahamas,Number of Green MFI,ind,0.0,0.0
Bahamas,Green micro-loans,ind,0.0,0.0
Bahamas,Green micro-borrowers,ind,0.0,0.0
Bahamas,Average cost of green micro debt,ind,0.0,0.0
Bahamas,Average cost of debt,ind,0.0943411458333,0.114034210526
Bahamas,Swap rate,ind,0.085,0.0779166666667
Bahamas,Value chains,param,0.641447368421,0.575657894737
Bahamas,Financial institutions in clean energy,ind,0.0375,0.0375
Bahamas,Value chains by clean energy sector,ind,0.0493421052632,0.0394736842105
Bahamas,Distributed clean energy value chains by sector,ind,0.0,0.0
Bahamas,Clean energy service providers,ind,0.009375,0.009375
Bahamas,Distributed clean energy service providers,ind,0.0,0.0
Bahamas,GHG management,param,0.416666666667,0.416666666667
Bahamas,Carbon offsets historical activity,ind,0.0,0.0
Bahamas,CDM risk,ind,0.025,0.025
Bahamas,Carbon offsets future potential,ind,0.0,0.0
Bahamas,GHG emissions reduction target,ind,0.0,0.0
Bahamas,GHG country registry,ind,0.0,0.0
Bahamas,GHG market-based instruments,ind,0.0,0.0
Bahamas,PMR & NAMA,ind,0.0,0.0
Bahamas,Voluntary GHG reporting by corporates,ind,0.0,0.0
Bahamas,Investor pressure – PRI signatories,ind,0.0,0.0
Bahamas,Corporate energy efficiency initiatives,ind,0.0,0.0
Bahamas,Corporate emission reduction policies,ind,0.0,0.0
Bahamas,Capacity building – env. business training,ind,0.0,0.0
Bahamas,Capacity building – think tanks,ind,0.0375,0.0375
Botswana,Score,score,0.588840655186,0.620495076276
Botswana,Enabling framework,param,0.601364569023,0.765120142902
Botswana,Clean energy policies,ind,0.0278782005066,0.0250292392733
Botswana,Power sector structure,ind,0.0181818181818,0.0354166666667
Botswana,Distributed energy regulatory framework,ind,0.00888888888889,0.0222222222222
Botswana,Clean energy rural electrification,ind,0.0,0.04
Botswana,Energy access policies,ind,0.0378947368421,0.0465571996199
Botswana,Policy barriers,ind,0.0106666666667,0.0226666666667
Botswana,Clean energy installed capacity,ind,0.00113083695968,0.00128514854972
Botswana,Growth rate of installed capacity,ind,0.0,0.0
Botswana,Clean energy electricity generation,ind,0.00064511926195,0.000617084281265
Botswana,Growth rate of electricity generation,ind,0.0,0.0
Botswana,Biofuels production,ind,0.0,0.00104008319132
Botswana,Growth rate biofuels production,ind,0.0,0.0
Botswana,Average electricity spot prices,ind,0.0,0.0
Botswana,Average retail electricity prices,ind,0.0426568421053,0.0447393258427
Botswana,Average residential electricity prices,ind,0.0,0.0
Botswana,Average commercial electricity prices,ind,0.0,0.0
Botswana,Average industrial electricity prices,ind,0.0,0.0
Botswana,Average kerosene prices,ind,0.0217341040462,0.0230844355819
Botswana,Average diesel prices,ind,0.0162,0.0165717268954
Botswana,Growth rate of power demand,ind,0.0434812301053,0.0163581470525
Botswana,Electrification rate,ind,0.00363636363636,0.00290909090909
Botswana,Population using solid fuels for cooking,ind,0.00755102040816,0.00755102040816
Botswana,Financing and Investments,param,0.371326234315,0.302006355171
Botswana,Clean energy investments,ind,0.000423547677482,0.000533731518614
Botswana,Growth rate of clean energy investments,ind,0.0,0.0
Botswana,Asset finance investments,ind,0.0,0.0
Botswana,Corporate finance investments,ind,0.0,0.0
Botswana,VC/PE investments,ind,0.0,0.0
Botswana,"Loans, grants, grant programs",ind,0.00270449938465,0.0
Botswana,Local investments,ind,0.0,0.0
Botswana,Number of Green MFI,ind,0.0,0.0
Botswana,Green micro-loans,ind,0.0,0.0
Botswana,Green micro-borrowers,ind,0.0,0.0
Botswana,Average cost of green micro debt,ind,0.0,0.0
Botswana,Average cost of debt,ind,0.0503152777778,0.0531602802959
Botswana,Swap rate,ind,0.0579545454545,0.0369078947368
Botswana,Value chains,param,1.22406015038,1.09906015038
Botswana,Financial institutions in clean energy,ind,0.03,0.03
Botswana,Value chains by clean energy sector,ind,0.00789473684211,0.00789473684211
Botswana,Distributed clean energy value chains by sector,ind,0.0375,0.01875
Botswana,Clean energy service providers,ind,0.0225,0.0225
Botswana,Distributed clean energy service providers,ind,0.0857142857143,0.0857142857143
Botswana,GHG management,param,0.355252898175,0.393240600051
Botswana,Carbon offsets historical activity,ind,0.0,0.0
Botswana,CDM risk,ind,0.0,0.0
Botswana,Carbon offsets future potential,ind,0.0165309151068,0.0165309151068
Botswana,GHG emissions reduction target,ind,0.0,0.0
Botswana,GHG country registry,ind,0.0,0.0
Botswana,GHG market-based instruments,ind,0.0,0.0
Botswana,PMR & NAMA,ind,0.0,0.0
Botswana,Voluntary GHG reporting by corporates,ind,0.0,0.0
Botswana,Investor pressure – PRI signatories,ind,0.0240064446831,0.0271613190731
Botswana,Corporate energy efficiency initiatives,ind,0.00607777405297,0.00727404695784
Botswana,Corporate emission reduction policies,ind,0.00667280088333,0.00801980886992
Botswana,Capacity building – env. business training,ind,0.0,0.0
Botswana,Capacity building – think tanks,ind,0.0,0.0
Belize,Score,score,0.810716020937,0.978236841005
Belize,Enabling framework,param,1.20523717512,1.30835170947
Belize,Clean energy policies,ind,0.036944509426,0.0489517650197
Belize,Power sector structure,ind,0.0678545454545,0.0522
Belize,Distributed energy regulatory framework,ind,0.0,0.0
Belize,Clean energy rural electrification,ind,0.0,0.0
Belize,Energy access policies,ind,0.0,0.0
Belize,Policy barriers,ind,0.00197530864198,0.0041975308642
Belize,Clean energy installed capacity,ind,0.140572429723,0.16
Belize,Growth rate of installed capacity,ind,0.0,7.09550324465e-06
Belize,Clean energy electricity generation,ind,0.16,0.16
Belize,Growth rate of electricity generation,ind,0.00280295984453,0.0206971513272
Belize,Biofuels production,ind,0.0,0.0
Belize,Growth rate biofuels production,ind,0.0,0.0
Belize,Average electricity spot prices,ind,0.0,0.0
Belize,Average retail electricity prices,ind,0.0697228947368,0.0755093632959
Belize,Average residential electricity prices,ind,0.0,0.0
Belize,Average commercial electricity prices,ind,0.0,0.0
Belize,Average industrial electricity prices,ind,0.0,0.0
Belize,Average kerosene prices,ind,0.0,0.0
Belize,Average diesel prices,ind,0.0,0.0
Belize,Growth rate of power demand,ind,0.0,0.0
Belize,Electrification rate,ind,0.00222222222222,0.00177777777778
Belize,Population using solid fuels for cooking,ind,0.0,0.0
Belize,Financing and Investments,param,0.255392418906,0.674116124214
Belize,Clean energy investments,ind,0.0,0.1235403458
Belize,Growth rate of clean energy investments,ind,0.0,0.0
Belize,Asset finance investments,ind,0.0,0.0
Belize,Corporate finance investments,ind,0.0,0.0
Belize,VC/PE investments,ind,0.0,0.0
Belize,"Loans, grants, grant programs",ind,0.0,0.0
Belize,Local investments,ind,0.0,0.0
Belize,Number of Green MFI,ind,0.0,0.0
Belize,Green micro-loans,ind,0.0,0.0
Belize,Green micro-borrowers,ind,0.0,0.0
Belize,Average cost of green micro debt,ind,0.0,0.0
Belize,Average cost of debt,ind,0.0418449983992,0.0468194914644
Belize,Swap rate,ind,0.0347727272727,0.031875
Belize,Value chains,param,0.460526315789,0.631578947368
Belize,Financial institutions in clean energy,ind,0.0,0.075
Belize,Value chains by clean energy sector,ind,0.0690789473684,0.0197368421053
Belize,Distributed clean energy value chains by sector,ind,0.0,0.0
Belize,Clean energy service providers,ind,0.0,0.0
Belize,Distributed clean energy service providers,ind,0.0,0.0
Belize,GHG management,param,1.21949651898,1.05282985232
Belize,Carbon offsets historical activity,ind,0.075,0.075
Belize,CDM risk,ind,0.025,0.0
Belize,Carbon offsets future potential,ind,0.00792447784752,0.00792447784752
Belize,GHG emissions reduction target,ind,0.0,0.0
Belize,GHG country registry,ind,0.0,0.0
Belize,GHG market-based instruments,ind,0.0,0.0
Belize,PMR & NAMA,ind,0.0,0.0
Belize,Voluntary GHG reporting by corporates,ind,0.0,0.0
Belize,Investor pressure – PRI signatories,ind,0.0,0.0
Belize,Corporate energy efficiency initiatives,ind,0.0,0.0
Belize,Corporate emission reduction policies,ind,0.0,0.0
Belize,Capacity building – env. business training,ind,0.0375,0.0375
Belize,Capacity building – think tanks,ind,0.0375,0.0375
DR Congo,Score,score,0.5460569032,0.834892179019
DR Congo,Enabling framework,param,0.553784541566,0.755900032033
DR Congo,Clean energy policies,ind,0.0150834271749,0.0148032798682
DR Congo,Power sector structure,ind,0.00227272727273,0.0195833333333
DR Congo,Distributed energy regulatory framework,ind,0.0266666666667,0.0355555555556
DR Congo,Clean energy rural electrification,ind,0.0,0.04
DR Congo,Energy access policies,ind,0.0378947368421,0.0337795317353
DR Congo,Policy barriers,ind,0.00218181818182,0.00463636363636
DR Congo,Clean energy installed capacity,ind,0.0111112313529,0.012625753082
DR Congo,Growth rate of installed capacity,ind,0.0,0.0
DR Congo,Clean energy electricity generation,ind,0.00778258826497,0.00758492343372
DR Congo,Growth rate of electricity generation,ind,5.70113924978e-05,0.0
DR Congo,Biofuels production,ind,0.0,0.0
DR Congo,Growth rate biofuels production,ind,0.0,0.0
DR Congo,Average electricity spot prices,ind,0.0,0.0
DR Congo,Average retail electricity prices,ind,0.0138947368421,0.0155056179775
