name:es_aa,name:es_var,type_var,2015,2014
Barbados,Precio promedio de la electricidad spot,ind,0.0,0.0
Barbados,Precio promedio de la electricidad al por menor,ind,0.130966741613,0.150788382766
Barbados,Precio promedio de la electricidad residencial,ind,0.0,0.0
Barbados,Precio promedio de la electricidad comercial,ind,0.0,0.0
Barbados,Precio promedio de la electricidad industrial,ind,0.0,0.0
Barbados,Precio promedio de queroseno,ind,0.0,0.0
Barbados,Precio promedio de diesel,ind,0.0,0.0
Barbados,Tasa de crecimiento de la demanda de energía,ind,0.0,0.0
Barbados,Tasa de electrificación,ind,0.002,0.00163265306122
Barbados,Población que utiliza combustibles sólidos para cocinar,ind,0.0,0.0
Barbados,Financiamiento y Inversión,param,0.363396671506,0.879818352439
Barbados,Inversiones en energía limpia,ind,0.0,0.00159616254608
Barbados,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Barbados,Inversiones en activos,ind,0.0,0.0
Barbados,Inversiones en finanzas corporativas,ind,0.0,0.0
Barbados,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Barbados,"Préstamos, donaciones, programas de donaciones",ind,0.000359742718408,0.15
Barbados,Inversiones locales,ind,0.0,0.0
Barbados,Número de instituciones de microfinanzas verdes,ind,0.0,0.0
Barbados,Microcréditos verdes,ind,0.0,0.0
Barbados,Microprestatarios verdes,ind,0.0,0.0
Barbados,Coste medio de la microdeuda verde,ind,0.0,0.0
Barbados,Coste medio de la deuda,ind,0.0540164015905,0.0622600574713
Barbados,Tasa swap,ind,0.0546428571429,0.0500892857143
Barbados,Cadenas de valor,param,1.01644736842,0.884868421053
Barbados,Instituciones financieras en relación a la energía limpia,ind,0.075,0.075
Barbados,Cadenas de valor de energía limpia por sector,ind,0.0493421052632,0.0296052631579
Barbados,Cadenas de valor de energía limpia distribuida por sector,ind,0.0,0.0
Barbados,Proveedores de servicios de energía limpia,ind,0.028125,0.028125
Barbados,Proveedores de servicios de energía limpia distribuida,ind,0.0,0.0
Barbados,Gestión de GEI,param,0.5625,0.5625
Barbados,Actividad histórica de derechos de emisión de carbono,ind,0.0,0.0
Barbados,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0,0.0
Barbados,Potencial de proyectos,ind,0.0,0.0
Barbados,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Barbados,Registro de GEI,ind,0.0,0.0
Barbados,Instrumentos basados en el mercado,ind,0.0,0.0
Barbados,Instrumentos de PMR & NAMA,ind,0.009375,0.009375
Barbados,Iniciativa de reporte global,ind,0.0,0.0
Barbados,Principios de inversión responsable,ind,0.0,0.0
Barbados,Iniciativas de eficiencia energética,ind,0.0,0.0
Barbados,Políticas de reducción de emisiones,ind,0.0,0.0
Barbados,Formación empresarial centrada en el medioambiente,ind,0.0375,0.0375
Barbados,‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
Bangladés,Puntaje,score,1.20178898545,1.26431877795
Bangladés,Marco Propicio,param,1.29760643695,1.22755459884
Bangladés,Políticas de energía limpia,ind,0.0665834336729,0.0648334618379
Bangladés,Estructura del sector energético,ind,0.138181818182,0.166833333333
Bangladés,Marco regulatorio de la energía distribuida,ind,0.0933333333333,0.0577777777778
Bangladés,Electrificación rural de energía limpia,ind,0.04,0.04
Bangladés,Políticas de acceso a la energía,ind,0.05991334473,0.059248488866
Bangladés,Obstáculos políticos,ind,0.00248275862069,0.0051650800081
Bangladés,Capacidad instalada de energía limpia,ind,0.0,0.0
Bangladés,Tasa de crecimiento de la capacidad instalada,ind,0.0,0.0
Bangladés,Generación eléctrica de energía limpia,ind,0.0,0.0
Bangladés,Tasa de crecimiento de generación eléctrica,ind,0.0,0.0
Bangladés,Producción de biocombustibles,ind,0.0,0.0
Bangladés,Tasa de crecimiento de la producción de biocombustibles,ind,0.0,0.0
Bangladés,Precio promedio de la electricidad spot,ind,0.0131867168378,0.0138534943843
Bangladés,Precio promedio de la electricidad al por menor,ind,0.00926315789474,0.00926079979596
Bangladés,Precio promedio de la electricidad residencial,ind,0.0,0.0
Bangladés,Precio promedio de la electricidad comercial,ind,0.0,0.0
Bangladés,Precio promedio de la electricidad industrial,ind,0.0,0.0
Bangladés,Precio promedio de queroseno,ind,0.0201156069364,0.0214619891818
Bangladés,Precio promedio de diesel,ind,0.0254,0.0183652173913
Bangladés,Tasa de crecimiento de la demanda de energía,ind,0.0285481715253,0.0129621574598
Bangladés,Tasa de electrificación,ind,0.00387096774194,0.00309677419355
Bangladés,Población que utiliza combustibles sólidos para cocinar,ind,0.0181632653061,0.0181632653061
Bangladés,Financiamiento y Inversión,param,0.664984000469,0.963627304942
Bangladés,Inversiones en energía limpia,ind,0.00017377343907,0.000253073413499
Bangladés,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Bangladés,Inversiones en activos,ind,0.0,0.0
Bangladés,Inversiones en finanzas corporativas,ind,0.0,0.0
Bangladés,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Bangladés,"Préstamos, donaciones, programas de donaciones",ind,0.00870240432536,0.00933809590141
Bangladés,Inversiones locales,ind,0.0,0.0
Bangladés,Número de instituciones de microfinanzas verdes,ind,0.000265131424988,0.0780887087321
Bangladés,Microcréditos verdes,ind,0.0585,0.0585
Bangladés,Microprestatarios verdes,ind,0.0135320018109,0.0238286237234
Bangladés,Coste medio de la microdeuda verde,ind,0.00698823529412,0.00728834355828
Bangladés,Coste medio de la deuda,ind,0.0348336538462,0.0416663461538
Bangladés,Tasa swap,ind,0.0765,0.070125
Bangladés,Cadenas de valor,param,2.57086466165,2.57086466165
Bangladés,Instituciones financieras en relación a la energía limpia,ind,0.09,0.09
Bangladés,Cadenas de valor de energía limpia por sector,ind,0.0197368421053,0.0197368421053
Bangladés,Cadenas de valor de energía limpia distribuida por sector,ind,0.09375,0.09375
Bangladés,Proveedores de servicios de energía limpia,ind,0.075,0.075
Bangladés,Proveedores de servicios de energía limpia distribuida,ind,0.107142857143,0.107142857143
Bangladés,Gestión de GEI,param,0.650810075187,0.657193651248
Bangladés,Actividad histórica de derechos de emisión de carbono,ind,0.0,0.0
Bangladés,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0125,0.0125
Bangladés,Potencial de proyectos,ind,0.00589366443559,0.00589366443559
Bangladés,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Bangladés,Registro de GEI,ind,0.0,0.0
Bangladés,Instrumentos basados en el mercado,ind,0.0,0.0
Bangladés,Instrumentos de PMR & NAMA,ind,0.0,0.0
Bangladés,Iniciativa de reporte global,ind,0.00138174807198,0.0041062005277
Bangladés,Principios de inversión responsable,ind,0.0,0.0
Bangladés,Iniciativas de eficiencia energética,ind,0.000890573575885,0.0
Bangladés,Políticas de reducción de emisiones,ind,0.0019555251946,0.00107918272392
Bangladés,Formación empresarial centrada en el medioambiente,ind,0.0375,0.0375
Bangladés,‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
Bolivia,Puntaje,score,1.04050951259,0.912422373058
Bolivia,Marco Propicio,param,0.611715548435,0.648963044475
Bolivia,Políticas de energía limpia,ind,0.0,0.0
Bolivia,Estructura del sector energético,ind,0.0813,0.0813
Bolivia,Marco regulatorio de la energía distribuida,ind,0.0,0.0
Bolivia,Electrificación rural de energía limpia,ind,0.04,0.04
Bolivia,Políticas de acceso a la energía,ind,0.0,0.0
Bolivia,Obstáculos políticos,ind,0.00514398103787,0.00514398103787
Bolivia,Capacidad instalada de energía limpia,ind,0.0476239816882,0.0476239816882
Bolivia,Tasa de crecimiento de la capacidad instalada,ind,0.0,0.0
Bolivia,Generación eléctrica de energía limpia,ind,0.0334093156693,0.0334093156693
Bolivia,Tasa de crecimiento de generación eléctrica,ind,0.0,0.0
Bolivia,Producción de biocombustibles,ind,0.0,0.0
Bolivia,Tasa de crecimiento de la producción de biocombustibles,ind,0.0,0.0
Bolivia,Precio promedio de la electricidad spot,ind,0.00840512874047,0.00840512874047
Bolivia,Precio promedio de la electricidad al por menor,ind,0.0157116104869,0.0157116104869
Bolivia,Precio promedio de la electricidad residencial,ind,0.0,0.0
Bolivia,Precio promedio de la electricidad comercial,ind,0.0,0.0
Bolivia,Precio promedio de la electricidad industrial,ind,0.0,0.0
Bolivia,Precio promedio de queroseno,ind,0.0,0.0
Bolivia,Precio promedio de diesel,ind,0.0,0.0
Bolivia,Tasa de crecimiento de la demanda de energía,ind,0.0261521197077,0.0261521197077
Bolivia,Tasa de electrificación,ind,0.00183908045977,0.00183908045977
Bolivia,Población que utiliza combustibles sólidos para cocinar,ind,0.0,0.0
Bolivia,Financiamiento y Inversión,param,1.7255849136,1.09728064655
Bolivia,Inversiones en energía limpia,ind,0.000249037132865,0.000249037132865
Bolivia,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Bolivia,Inversiones en activos,ind,0.0,0.0
Bolivia,Inversiones en finanzas corporativas,ind,0.0,0.0
Bolivia,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Bolivia,"Préstamos, donaciones, programas de donaciones",ind,0.0751600563721,0.0751600563721
Bolivia,Inversiones locales,ind,0.00601285230786,0.00601285230786
Bolivia,Número de instituciones de microfinanzas verdes,ind,0.1035,0.1035
Bolivia,Microcréditos verdes,ind,7.60429112977e-05,7.60429112977e-05
Bolivia,Microprestatarios verdes,ind,0.00272660850062,0.00272660850062
Bolivia,Coste medio de la microdeuda verde,ind,0.00479032258065,0.00479032258065
Bolivia,Coste medio de la deuda,ind,0.0490130241585,0.0490130241585
Bolivia,Tasa swap,ind,0.08765625,0.08765625
Bolivia,Cadenas de valor,param,0.641447368421,0.825657894737
Bolivia,Instituciones financieras en relación a la energía limpia,ind,0.075,0.075
Bolivia,Cadenas de valor de energía limpia por sector,ind,0.0394736842105,0.0394736842105
Bolivia,Cadenas de valor de energía limpia distribuida por sector,ind,0.0,0.0
Bolivia,Proveedores de servicios de energía limpia,ind,0.009375,0.009375
Bolivia,Proveedores de servicios de energía limpia distribuida,ind,0.0,0.0
Bolivia,Gestión de GEI,param,1.21287142584,1.33202851396
Bolivia,Actividad histórica de derechos de emisión de carbono,ind,0.075,0.075
Bolivia,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0,0.0
Bolivia,Potencial de proyectos,ind,0.0229723805421,0.0229723805421
Bolivia,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Bolivia,Registro de GEI,ind,0.0,0.0
Bolivia,Instrumentos basados en el mercado,ind,0.0,0.0
Bolivia,Instrumentos de PMR & NAMA,ind,0.0,0.0
Bolivia,Iniciativa de reporte global,ind,0.0268318965517,0.0268318965517
Bolivia,Principios de inversión responsable,ind,0.0,0.0
Bolivia,Iniciativas de eficiencia energética,ind,0.0,0.0
Bolivia,Políticas de reducción de emisiones,ind,0.0,0.0
Bolivia,Formación empresarial centrada en el medioambiente,ind,0.0375,0.0375
Bolivia,‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
Brasil,Puntaje,score,2.11975360764,2.17321811376
Brasil,Marco Propicio,param,1.97878075056,2.13580676277
Brasil,Políticas de energía limpia,ind,0.238608842055,0.269446857485
Brasil,Estructura del sector energético,ind,0.183272727273,0.1691
Brasil,Marco regulatorio de la energía distribuida,ind,0.0,0.0
Brasil,Electrificación rural de energía limpia,ind,0.04,0.04
Brasil,Políticas de acceso a la energía,ind,0.0,0.0
Brasil,Obstáculos políticos,ind,0.00099907493062,0.00212323064113
Brasil,Capacidad instalada de energía limpia,ind,0.0442995261307,0.0394840957631
Brasil,Tasa de crecimiento de la capacidad instalada,ind,0.0282604034624,0.000244893746111
Brasil,Generación eléctrica de energía limpia,ind,0.0271500951017,0.0143182229496
Brasil,Tasa de crecimiento de generación eléctrica,ind,0.012818380876,0.0
Brasil,Producción de biocombustibles,ind,0.0523320788535,0.08
Brasil,Tasa de crecimiento de la producción de biocombustibles,ind,0.00988339396324,0.08
Brasil,Precio promedio de la electricidad spot,ind,0.1,0.1
Brasil,Precio promedio de la electricidad al por menor,ind,0.0211193315789,0.0225524344569
Brasil,Precio promedio de la electricidad residencial,ind,0.0,0.0
Brasil,Precio promedio de la electricidad comercial,ind,0.0,0.0
Brasil,Precio promedio de la electricidad industrial,ind,0.0,0.0
Brasil,Precio promedio de queroseno,ind,0.0,0.0
Brasil,Precio promedio de diesel,ind,0.0,0.0
Brasil,Tasa de crecimiento de la demanda de energía,ind,0.0307684459992,0.0354368084483
Brasil,Tasa de electrificación,ind,0.002,0.00161616161616
Brasil,Población que utiliza combustibles sólidos para cocinar,ind,0.0,0.0
Brasil,Financiamiento y Inversión,param,0.690821649522,0.574042860642
Brasil,Inversiones en energía limpia,ind,0.0257415718496,0.0456817551057
Brasil,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0622826537532,0.0197082739927
Brasil,Inversiones en activos,ind,0.0,0.0
Brasil,Inversiones en finanzas corporativas,ind,0.0,0.0
Brasil,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Brasil,"Préstamos, donaciones, programas de donaciones",ind,0.00165176254436,0.00181109254223
Brasil,Inversiones locales,ind,0.00990155639567,0.0241488593564
Brasil,Número de instituciones de microfinanzas verdes,ind,0.00285136935808,0.0126916342776
Brasil,Microcréditos verdes,ind,0.000972503686314,6.9071870014e-06
Brasil,Microprestatarios verdes,ind,0.00874199753072,1.46171424695e-05
Brasil,Coste medio de la microdeuda verde,ind,0.0495,0.0165
Brasil,Coste medio de la deuda,ind,0.0141474876334,0.0197747185884
Brasil,Tasa swap,ind,0.0314555921053,0.031875
Brasil,Cadenas de valor,param,4.34539473684,4.40789473684
Brasil,Instituciones financieras en relación a la energía limpia,ind,0.1875,0.1875
Brasil,Cadenas de valor de energía limpia por sector,ind,0.286184210526,0.286184210526
Brasil,Cadenas de valor de energía limpia distribuida por sector,ind,0.0,0.0
Brasil,Proveedores de servicios de energía limpia,ind,0.178125,0.1875
Brasil,Proveedores de servicios de energía limpia distribuida,ind,0.0,0.0
Brasil,Gestión de GEI,param,3.12790401354,3.23665559959
Brasil,Actividad histórica de derechos de emisión de carbono,ind,0.075,0.075
Brasil,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.05,0.05
Brasil,Potencial de proyectos,ind,0.0285276933328,0.0285276933328
Brasil,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.09375,0.09375
Brasil,Registro de GEI,ind,0.046875,0.05625
Brasil,Instrumentos basados en el mercado,ind,0.0,0.0
Brasil,Instrumentos de PMR & NAMA,ind,0.028125,0.028125
Brasil,Iniciativa de reporte global,ind,0.0123988263861,0.012766611977
Brasil,Principios de inversión responsable,ind,0.0337800113975,0.0375
Brasil,Iniciativas de eficiencia energética,ind,0.0123375615741,0.0141512734705
Brasil,Políticas de reducción de emisiones,ind,0.0133915093405,0.0144277611581
Brasil,Formación empresarial centrada en el medioambiente,ind,0.0375,0.0375
Brasil,‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
Bahamas,Puntaje,score,0.480563194098,0.527039233413
Bahamas,Marco Propicio,param,0.356262357504,0.465599180024
Bahamas,Políticas de energía limpia,ind,0.0,0.0
Bahamas,Estructura del sector energético,ind,0.0327272727273,0.0402
Bahamas,Marco regulatorio de la energía distribuida,ind,0.0,0.0
Bahamas,Electrificación rural de energía limpia,ind,0.0,0.0
Bahamas,Políticas de acceso a la energía,ind,0.0,0.0
Bahamas,Obstáculos políticos,ind,0.000380952380952,0.000809523809524
Bahamas,Capacidad instalada de energía limpia,ind,0.0,0.0
Bahamas,Tasa de crecimiento de la capacidad instalada,ind,0.0,0.0
Bahamas,Generación eléctrica de energía limpia,ind,0.0,0.0
Bahamas,Tasa de crecimiento de generación eléctrica,ind,0.0,0.0
Bahamas,Producción de biocombustibles,ind,0.00360215770265,0.0
Bahamas,Tasa de crecimiento de la producción de biocombustibles,ind,0.0,0.0
Bahamas,Precio promedio de la electricidad spot,ind,0.0,0.0
Bahamas,Precio promedio de la electricidad al por menor,ind,0.103794560191,0.1436301482
Bahamas,Precio promedio de la electricidad residencial,ind,0.0,0.0
Bahamas,Precio promedio de la electricidad comercial,ind,0.0,0.0
Bahamas,Precio promedio de la electricidad industrial,ind,0.0,0.0
Bahamas,Precio promedio de queroseno,ind,0.0,0.0
Bahamas,Precio promedio de diesel,ind,0.0,0.0
Bahamas,Tasa de crecimiento de la demanda de energía,ind,0.0,0.0
Bahamas,Tasa de electrificación,ind,0.002,0.0016
Bahamas,Población que utiliza combustibles sólidos para cocinar,ind,0.0,0.0
Bahamas,Financiamiento y Inversión,param,0.597803819444,0.63983625731
Bahamas,Inversiones en energía limpia,ind,0.0,0.0
Bahamas,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Bahamas,Inversiones en activos,ind,0.0,0.0
Bahamas,Inversiones en finanzas corporativas,ind,0.0,0.0
Bahamas,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Bahamas,"Préstamos, donaciones, programas de donaciones",ind,0.0,0.0
Bahamas,Inversiones locales,ind,0.0,0.0
Bahamas,Número de instituciones de microfinanzas verdes,ind,0.0,0.0
Bahamas,Microcréditos verdes,ind,0.0,0.0
Bahamas,Microprestatarios verdes,ind,0.0,0.0
Bahamas,Coste medio de la microdeuda verde,ind,0.0,0.0
Bahamas,Coste medio de la deuda,ind,0.0943411458333,0.114034210526
Bahamas,Tasa swap,ind,0.085,0.0779166666667
Bahamas,Cadenas de valor,param,0.641447368421,0.575657894737
Bahamas,Instituciones financieras en relación a la energía limpia,ind,0.0375,0.0375
Bahamas,Cadenas de valor de energía limpia por sector,ind,0.0493421052632,0.0394736842105
Bahamas,Cadenas de valor de energía limpia distribuida por sector,ind,0.0,0.0
Bahamas,Proveedores de servicios de energía limpia,ind,0.009375,0.009375
Bahamas,Proveedores de servicios de energía limpia distribuida,ind,0.0,0.0
Bahamas,Gestión de GEI,param,0.416666666667,0.416666666667
Bahamas,Actividad histórica de derechos de emisión de carbono,ind,0.0,0.0
Bahamas,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.025,0.025
Bahamas,Potencial de proyectos,ind,0.0,0.0
Bahamas,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Bahamas,Registro de GEI,ind,0.0,0.0
Bahamas,Instrumentos basados en el mercado,ind,0.0,0.0
Bahamas,Instrumentos de PMR & NAMA,ind,0.0,0.0
Bahamas,Iniciativa de reporte global,ind,0.0,0.0
Bahamas,Principios de inversión responsable,ind,0.0,0.0
Bahamas,Iniciativas de eficiencia energética,ind,0.0,0.0
Bahamas,Políticas de reducción de emisiones,ind,0.0,0.0
Bahamas,Formación empresarial centrada en el medioambiente,ind,0.0,0.0
Bahamas,‘Think tanks’ centrado en el medioambiente,ind,0.0375,0.0375
Botsuana,Puntaje,score,0.588840655186,0.620495076276
Botsuana,Marco Propicio,param,0.601364569023,0.765120142902
Botsuana,Políticas de energía limpia,ind,0.0278782005066,0.0250292392733
Botsuana,Estructura del sector energético,ind,0.0181818181818,0.0354166666667
Botsuana,Marco regulatorio de la energía distribuida,ind,0.00888888888889,0.0222222222222
Botsuana,Electrificación rural de energía limpia,ind,0.0,0.04
Botsuana,Políticas de acceso a la energía,ind,0.0378947368421,0.0465571996199
Botsuana,Obstáculos políticos,ind,0.0106666666667,0.0226666666667
Botsuana,Capacidad instalada de energía limpia,ind,0.00113083695968,0.00128514854972
Botsuana,Tasa de crecimiento de la capacidad instalada,ind,0.0,0.0
Botsuana,Generación eléctrica de energía limpia,ind,0.00064511926195,0.000617084281265
Botsuana,Tasa de crecimiento de generación eléctrica,ind,0.0,0.0
Botsuana,Producción de biocombustibles,ind,0.0,0.00104008319132
Botsuana,Tasa de crecimiento de la producción de biocombustibles,ind,0.0,0.0
Botsuana,Precio promedio de la electricidad spot,ind,0.0,0.0
Botsuana,Precio promedio de la electricidad al por menor,ind,0.0426568421053,0.0447393258427
Botsuana,Precio promedio de la electricidad residencial,ind,0.0,0.0
Botsuana,Precio promedio de la electricidad comercial,ind,0.0,0.0
Botsuana,Precio promedio de la electricidad industrial,ind,0.0,0.0
Botsuana,Precio promedio de queroseno,ind,0.0217341040462,0.0230844355819
Botsuana,Precio promedio de diesel,ind,0.0162,0.0165717268954
Botsuana,Tasa de crecimiento de la demanda de energía,ind,0.0434812301053,0.0163581470525
Botsuana,Tasa de electrificación,ind,0.00363636363636,0.00290909090909
Botsuana,Población que utiliza combustibles sólidos para cocinar,ind,0.00755102040816,0.00755102040816
Botsuana,Financiamiento y Inversión,param,0.371326234315,0.302006355171
Botsuana,Inversiones en energía limpia,ind,0.000423547677482,0.000533731518614
Botsuana,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0,0.0
Botsuana,Inversiones en activos,ind,0.0,0.0
Botsuana,Inversiones en finanzas corporativas,ind,0.0,0.0
Botsuana,Inversiones en capital de riesgo / capital privado,ind,0.0,0.0
Botsuana,"Préstamos, donaciones, programas de donaciones",ind,0.00270449938465,0.0
Botsuana,Inversiones locales,ind,0.0,0.0
Botsuana,Número de instituciones de microfinanzas verdes,ind,0.0,0.0
Botsuana,Microcréditos verdes,ind,0.0,0.0
Botsuana,Microprestatarios verdes,ind,0.0,0.0
Botsuana,Coste medio de la microdeuda verde,ind,0.0,0.0
Botsuana,Coste medio de la deuda,ind,0.0503152777778,0.0531602802959
Botsuana,Tasa swap,ind,0.0579545454545,0.0369078947368
Botsuana,Cadenas de valor,param,1.22406015038,1.09906015038
Botsuana,Instituciones financieras en relación a la energía limpia,ind,0.03,0.03
Botsuana,Cadenas de valor de energía limpia por sector,ind,0.00789473684211,0.00789473684211
Botsuana,Cadenas de valor de energía limpia distribuida por sector,ind,0.0375,0.01875
Botsuana,Proveedores de servicios de energía limpia,ind,0.0225,0.0225
Botsuana,Proveedores de servicios de energía limpia distribuida,ind,0.0857142857143,0.0857142857143
Botsuana,Gestión de GEI,param,0.355252898175,0.393240600051
Botsuana,Actividad histórica de derechos de emisión de carbono,ind,0.0,0.0
Botsuana,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0,0.0
Botsuana,Potencial de proyectos,ind,0.0165309151068,0.0165309151068
Botsuana,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0,0.0
Botsuana,Registro de GEI,ind,0.0,0.0
Botsuana,Instrumentos basados en el mercado,ind,0.0,0.0
Botsuana,Instrumentos de PMR & NAMA,ind,0.0,0.0
Botsuana,Iniciativa de reporte global,ind,0.0,0.0
Botsuana,Principios de inversión responsable,ind,0.0240064446831,0.0271613190731
Botsuana,Iniciativas de eficiencia energética,ind,0.00607777405297,0.00727404695784
Botsuana,Políticas de reducción de emisiones,ind,0.00667280088333,0.00801980886992
Botsuana,Formación empresarial centrada en el medioambiente,ind,0.0,0.0
