name:es_aa,name:es_var,type_var,2014
Barbados,Tasa swap,ind,0.0500892857143
Barbados,Cadenas de valor,param,0.884868421053
Barbados,Instituciones financieras en relación a la energía limpia,ind,0.075
Barbados,Cadenas de valor de energía limpia por sector,ind,0.0296052631579
Barbados,Cadenas de valor de energía limpia distribuida por sector,ind,0.0
Barbados,Proveedores de servicios de energía limpia,ind,0.028125
Barbados,Proveedores de servicios de energía limpia distribuida,ind,0.0
Barbados,Gestión de GEI,param,0.5625
Barbados,Actividad histórica de derechos de emisión de carbono,ind,0.0
Barbados,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0
Barbados,Potencial de proyectos,ind,0.0
Barbados,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Barbados,Registro de GEI,ind,0.0
Barbados,Instrumentos basados en el mercado,ind,0.0
Barbados,Instrumentos de PMR & NAMA,ind,0.009375
Barbados,Iniciativa de reporte global,ind,0.0
Barbados,Principios de inversión responsable,ind,0.0
Barbados,Iniciativas de eficiencia energética,ind,0.0
Barbados,Políticas de reducción de emisiones,ind,0.0
Barbados,Formación empresarial centrada en el medioambiente,ind,0.0375
Barbados,‘Think tanks’ centrado en el medioambiente,ind,0.0375
Banglades,Puntaje,score,1.26548976686
Banglades,Marco Propicio,param,1.2304820711
Banglades,Políticas de energía limpia,ind,0.0648334618379
Banglades,Estructura del sector energético,ind,0.166833333333
Banglades,Marco regulatorio de la energía distribuida,ind,0.0577777777778
Banglades,Electrificación rural de energía limpia,ind,0.04
Banglades,Políticas de acceso a la energía,ind,0.0604194777691
Banglades,Obstáculos políticos,ind,0.0051650800081
Banglades,Capacidad instalada de energía limpia,ind,0.0
Banglades,Tasa de crecimiento de la capacidad instalada,ind,0.0
Banglades,Generación eléctrica de energía limpia,ind,0.0
Banglades,Tasa de crecimiento de generación eléctrica,ind,0.0
Banglades,Producción de biocombustibles,ind,0.0
Banglades,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
Banglades,Precio promedio de la electricidad spot,ind,0.0138534943843
Banglades,Precio promedio de la electricidad al por menor,ind,0.00926079979596
Banglades,Precio promedio de la electricidad residencial,ind,0.0
Banglades,Precio promedio de la electricidad comercial,ind,0.0
Banglades,Precio promedio de la electricidad industrial,ind,0.0
Banglades,Precio promedio de queroseno,ind,0.0214619891818
Banglades,Precio promedio de diesel,ind,0.0183652173913
Banglades,Tasa de crecimiento de la demanda de energía,ind,0.0129621574598
Banglades,Tasa de electrificación,ind,0.00309677419355
Banglades,Población que utiliza combustibles sólidos para cocinar,ind,0.0181632653061
Banglades,Financiamiento y Inversión,param,0.963627304942
Banglades,Inversiones en energía limpia,ind,0.000253073413499
Banglades,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0
Banglades,Inversiones en activos,ind,0.0
Banglades,Inversiones en finanzas corporativas,ind,0.0
Banglades,Inversiones en capital de riesgo / capital privado,ind,0.0
Banglades,"Préstamos, donaciones, programas de donaciones",ind,0.00933809590141
Banglades,Inversiones locales,ind,0.0
Banglades,Número de instituciones de microfinanzas verdes,ind,0.0780887087321
Banglades,Microcréditos verdes,ind,0.0585
Banglades,Microprestatarios verdes,ind,0.0238286237234
Banglades,Coste medio de la microdeuda verde,ind,0.00728834355828
Banglades,Coste medio de la deuda,ind,0.0416663461538
Banglades,Tasa swap,ind,0.070125
Banglades,Cadenas de valor,param,2.57086466165
Banglades,Instituciones financieras en relación a la energía limpia,ind,0.09
Banglades,Cadenas de valor de energía limpia por sector,ind,0.0197368421053
Banglades,Cadenas de valor de energía limpia distribuida por sector,ind,0.09375
Banglades,Proveedores de servicios de energía limpia,ind,0.075
Banglades,Proveedores de servicios de energía limpia distribuida,ind,0.107142857143
Banglades,Gestión de GEI,param,0.657193651248
Banglades,Actividad histórica de derechos de emisión de carbono,ind,0.0
Banglades,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0125
Banglades,Potencial de proyectos,ind,0.00589366443559
Banglades,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Banglades,Registro de GEI,ind,0.0
Banglades,Instrumentos basados en el mercado,ind,0.0
Banglades,Instrumentos de PMR & NAMA,ind,0.0
Banglades,Iniciativa de reporte global,ind,0.0041062005277
Banglades,Principios de inversión responsable,ind,0.0
Banglades,Iniciativas de eficiencia energética,ind,0.0
Banglades,Políticas de reducción de emisiones,ind,0.00107918272392
Banglades,Formación empresarial centrada en el medioambiente,ind,0.0375
Banglades,‘Think tanks’ centrado en el medioambiente,ind,0.0375
Bolivia,Puntaje,score,0.912422373058
Bolivia,Marco Propicio,param,0.648963044475
Bolivia,Políticas de energía limpia,ind,0.0
Bolivia,Estructura del sector energético,ind,0.0813
Bolivia,Marco regulatorio de la energía distribuida,ind,0.0
Bolivia,Electrificación rural de energía limpia,ind,0.04
Bolivia,Políticas de acceso a la energía,ind,0.0
Bolivia,Obstáculos políticos,ind,0.00514398103787
Bolivia,Capacidad instalada de energía limpia,ind,0.0476239816882
Bolivia,Tasa de crecimiento de la capacidad instalada,ind,0.0
Bolivia,Generación eléctrica de energía limpia,ind,0.0334093156693
Bolivia,Tasa de crecimiento de generación eléctrica,ind,0.0
Bolivia,Producción de biocombustibles,ind,0.0
Bolivia,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
Bolivia,Precio promedio de la electricidad spot,ind,0.00840512874047
Bolivia,Precio promedio de la electricidad al por menor,ind,0.0157116104869
Bolivia,Precio promedio de la electricidad residencial,ind,0.0
Bolivia,Precio promedio de la electricidad comercial,ind,0.0
Bolivia,Precio promedio de la electricidad industrial,ind,0.0
Bolivia,Precio promedio de queroseno,ind,0.0
Bolivia,Precio promedio de diesel,ind,0.0
Bolivia,Tasa de crecimiento de la demanda de energía,ind,0.0261521197077
Bolivia,Tasa de electrificación,ind,0.00183908045977
Bolivia,Población que utiliza combustibles sólidos para cocinar,ind,0.0
Bolivia,Financiamiento y Inversión,param,1.09728064655
Bolivia,Inversiones en energía limpia,ind,0.000249037132865
Bolivia,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0
Bolivia,Inversiones en activos,ind,0.0
Bolivia,Inversiones en finanzas corporativas,ind,0.0
Bolivia,Inversiones en capital de riesgo / capital privado,ind,0.0
Bolivia,"Préstamos, donaciones, programas de donaciones",ind,0.0751600563721
Bolivia,Inversiones locales,ind,0.00601285230786
Bolivia,Número de instituciones de microfinanzas verdes,ind,0.1035
Bolivia,Microcréditos verdes,ind,7.60429112977e-05
Bolivia,Microprestatarios verdes,ind,0.00272660850062
Bolivia,Coste medio de la microdeuda verde,ind,0.00479032258065
Bolivia,Coste medio de la deuda,ind,0.0490130241585
Bolivia,Tasa swap,ind,0.08765625
Bolivia,Cadenas de valor,param,0.825657894737
Bolivia,Instituciones financieras en relación a la energía limpia,ind,0.075
Bolivia,Cadenas de valor de energía limpia por sector,ind,0.0394736842105
Bolivia,Cadenas de valor de energía limpia distribuida por sector,ind,0.0
Bolivia,Proveedores de servicios de energía limpia,ind,0.009375
Bolivia,Proveedores de servicios de energía limpia distribuida,ind,0.0
Bolivia,Gestión de GEI,param,1.33202851396
Bolivia,Actividad histórica de derechos de emisión de carbono,ind,0.075
Bolivia,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0
Bolivia,Potencial de proyectos,ind,0.0229723805421
Bolivia,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Bolivia,Registro de GEI,ind,0.0
Bolivia,Instrumentos basados en el mercado,ind,0.0
Bolivia,Instrumentos de PMR & NAMA,ind,0.0
Bolivia,Iniciativa de reporte global,ind,0.0268318965517
Bolivia,Principios de inversión responsable,ind,0.0
Bolivia,Iniciativas de eficiencia energética,ind,0.0
Bolivia,Políticas de reducción de emisiones,ind,0.0
Bolivia,Formación empresarial centrada en el medioambiente,ind,0.0375
Bolivia,‘Think tanks’ centrado en el medioambiente,ind,0.0375
Brasil,Puntaje,score,2.17321811376
Brasil,Marco Propicio,param,2.13580676277
Brasil,Políticas de energía limpia,ind,0.269446857485
Brasil,Estructura del sector energético,ind,0.1691
Brasil,Marco regulatorio de la energía distribuida,ind,0.0
Brasil,Electrificación rural de energía limpia,ind,0.04
Brasil,Políticas de acceso a la energía,ind,0.0
Brasil,Obstáculos políticos,ind,0.00212323064113
Brasil,Capacidad instalada de energía limpia,ind,0.0394840957631
Brasil,Tasa de crecimiento de la capacidad instalada,ind,0.000244893746111
Brasil,Generación eléctrica de energía limpia,ind,0.0143182229496
Brasil,Tasa de crecimiento de generación eléctrica,ind,0.0
Brasil,Producción de biocombustibles,ind,0.08
Brasil,Tasa de crecimiento de la producción de biocombustibles,ind,0.08
Brasil,Precio promedio de la electricidad spot,ind,0.1
Brasil,Precio promedio de la electricidad al por menor,ind,0.0225524344569
Brasil,Precio promedio de la electricidad residencial,ind,0.0
Brasil,Precio promedio de la electricidad comercial,ind,0.0
Brasil,Precio promedio de la electricidad industrial,ind,0.0
Brasil,Precio promedio de queroseno,ind,0.0
Brasil,Precio promedio de diesel,ind,0.0
Brasil,Tasa de crecimiento de la demanda de energía,ind,0.0354368084483
Brasil,Tasa de electrificación,ind,0.00161616161616
Brasil,Población que utiliza combustibles sólidos para cocinar,ind,0.0
Brasil,Financiamiento y Inversión,param,0.574042860642
Brasil,Inversiones en energía limpia,ind,0.0456817551057
Brasil,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0197082739927
Brasil,Inversiones en activos,ind,0.0
Brasil,Inversiones en finanzas corporativas,ind,0.0
Brasil,Inversiones en capital de riesgo / capital privado,ind,0.0
Brasil,"Préstamos, donaciones, programas de donaciones",ind,0.00181109254223
Brasil,Inversiones locales,ind,0.0241488593564
Brasil,Número de instituciones de microfinanzas verdes,ind,0.0126916342776
Brasil,Microcréditos verdes,ind,6.9071870014e-06
Brasil,Microprestatarios verdes,ind,1.46171424695e-05
Brasil,Coste medio de la microdeuda verde,ind,0.0165
Brasil,Coste medio de la deuda,ind,0.0197747185884
Brasil,Tasa swap,ind,0.031875
Brasil,Cadenas de valor,param,4.40789473684
Brasil,Instituciones financieras en relación a la energía limpia,ind,0.1875
Brasil,Cadenas de valor de energía limpia por sector,ind,0.286184210526
Brasil,Cadenas de valor de energía limpia distribuida por sector,ind,0.0
Brasil,Proveedores de servicios de energía limpia,ind,0.1875
Brasil,Proveedores de servicios de energía limpia distribuida,ind,0.0
Brasil,Gestión de GEI,param,3.23665559959
Brasil,Actividad histórica de derechos de emisión de carbono,ind,0.075
Brasil,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.05
Brasil,Potencial de proyectos,ind,0.0285276933328
Brasil,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.09375
Brasil,Registro de GEI,ind,0.05625
Brasil,Instrumentos basados en el mercado,ind,0.0
Brasil,Instrumentos de PMR & NAMA,ind,0.028125
Brasil,Iniciativa de reporte global,ind,0.012766611977
Brasil,Principios de inversión responsable,ind,0.0375
Brasil,Iniciativas de eficiencia energética,ind,0.0141512734705
Brasil,Políticas de reducción de emisiones,ind,0.0144277611581
Brasil,Formación empresarial centrada en el medioambiente,ind,0.0375
Brasil,‘Think tanks’ centrado en el medioambiente,ind,0.0375
Bahamas,Puntaje,score,0.527039233413
Bahamas,Marco Propicio,param,0.465599180024
Bahamas,Políticas de energía limpia,ind,0.0
Bahamas,Estructura del sector energético,ind,0.0402
Bahamas,Marco regulatorio de la energía distribuida,ind,0.0
Bahamas,Electrificación rural de energía limpia,ind,0.0
Bahamas,Políticas de acceso a la energía,ind,0.0
Bahamas,Obstáculos políticos,ind,0.000809523809524
Bahamas,Capacidad instalada de energía limpia,ind,0.0
Bahamas,Tasa de crecimiento de la capacidad instalada,ind,0.0
Bahamas,Generación eléctrica de energía limpia,ind,0.0
Bahamas,Tasa de crecimiento de generación eléctrica,ind,0.0
Bahamas,Producción de biocombustibles,ind,0.0
Bahamas,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
Bahamas,Precio promedio de la electricidad spot,ind,0.0
Bahamas,Precio promedio de la electricidad al por menor,ind,0.1436301482
Bahamas,Precio promedio de la electricidad residencial,ind,0.0
Bahamas,Precio promedio de la electricidad comercial,ind,0.0
Bahamas,Precio promedio de la electricidad industrial,ind,0.0
Bahamas,Precio promedio de queroseno,ind,0.0
Bahamas,Precio promedio de diesel,ind,0.0
Bahamas,Tasa de crecimiento de la demanda de energía,ind,0.0
Bahamas,Tasa de electrificación,ind,0.0016
Bahamas,Población que utiliza combustibles sólidos para cocinar,ind,0.0
Bahamas,Financiamiento y Inversión,param,0.63983625731
Bahamas,Inversiones en energía limpia,ind,0.0
Bahamas,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0
Bahamas,Inversiones en activos,ind,0.0
Bahamas,Inversiones en finanzas corporativas,ind,0.0
Bahamas,Inversiones en capital de riesgo / capital privado,ind,0.0
Bahamas,"Préstamos, donaciones, programas de donaciones",ind,0.0
Bahamas,Inversiones locales,ind,0.0
Bahamas,Número de instituciones de microfinanzas verdes,ind,0.0
Bahamas,Microcréditos verdes,ind,0.0
Bahamas,Microprestatarios verdes,ind,0.0
Bahamas,Coste medio de la microdeuda verde,ind,0.0
Bahamas,Coste medio de la deuda,ind,0.114034210526
Bahamas,Tasa swap,ind,0.0779166666667
Bahamas,Cadenas de valor,param,0.575657894737
Bahamas,Instituciones financieras en relación a la energía limpia,ind,0.0375
Bahamas,Cadenas de valor de energía limpia por sector,ind,0.0394736842105
Bahamas,Cadenas de valor de energía limpia distribuida por sector,ind,0.0
Bahamas,Proveedores de servicios de energía limpia,ind,0.009375
Bahamas,Proveedores de servicios de energía limpia distribuida,ind,0.0
Bahamas,Gestión de GEI,param,0.416666666667
Bahamas,Actividad histórica de derechos de emisión de carbono,ind,0.0
Bahamas,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.025
Bahamas,Potencial de proyectos,ind,0.0
Bahamas,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Bahamas,Registro de GEI,ind,0.0
Bahamas,Instrumentos basados en el mercado,ind,0.0
Bahamas,Instrumentos de PMR & NAMA,ind,0.0
Bahamas,Iniciativa de reporte global,ind,0.0
Bahamas,Principios de inversión responsable,ind,0.0
Bahamas,Iniciativas de eficiencia energética,ind,0.0
Bahamas,Políticas de reducción de emisiones,ind,0.0
Bahamas,Formación empresarial centrada en el medioambiente,ind,0.0
Bahamas,‘Think tanks’ centrado en el medioambiente,ind,0.0375
Botsuana,Puntaje,score,0.62245156887
Botsuana,Marco Propicio,param,0.770011374387
Botsuana,Políticas de energía limpia,ind,0.0250292392733
Botsuana,Estructura del sector energético,ind,0.0354166666667
Botsuana,Marco regulatorio de la energía distribuida,ind,0.0222222222222
Botsuana,Electrificación rural de energía limpia,ind,0.04
Botsuana,Políticas de acceso a la energía,ind,0.0486029857957
Botsuana,Obstáculos políticos,ind,0.0226666666667
Botsuana,Capacidad instalada de energía limpia,ind,0.00128514854972
Botsuana,Tasa de crecimiento de la capacidad instalada,ind,0.0
Botsuana,Generación eléctrica de energía limpia,ind,0.000617084281265
Botsuana,Tasa de crecimiento de generación eléctrica,ind,0.0
Botsuana,Producción de biocombustibles,ind,0.00104008319132
Botsuana,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
Botsuana,Precio promedio de la electricidad spot,ind,0.0
Botsuana,Precio promedio de la electricidad al por menor,ind,0.0447393258427
Botsuana,Precio promedio de la electricidad residencial,ind,0.0
Botsuana,Precio promedio de la electricidad comercial,ind,0.0
Botsuana,Precio promedio de la electricidad industrial,ind,0.0
Botsuana,Precio promedio de queroseno,ind,0.0230844355819
Botsuana,Precio promedio de diesel,ind,0.0165717268954
Botsuana,Tasa de crecimiento de la demanda de energía,ind,0.0163581470525
Botsuana,Tasa de electrificación,ind,0.00281979732707
Botsuana,Población que utiliza combustibles sólidos para cocinar,ind,0.00755102040816
Botsuana,Financiamiento y Inversión,param,0.302006355171
Botsuana,Inversiones en energía limpia,ind,0.000533731518614
Botsuana,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0
Botsuana,Inversiones en activos,ind,0.0
Botsuana,Inversiones en finanzas corporativas,ind,0.0
Botsuana,Inversiones en capital de riesgo / capital privado,ind,0.0
Botsuana,"Préstamos, donaciones, programas de donaciones",ind,0.0
Botsuana,Inversiones locales,ind,0.0
Botsuana,Número de instituciones de microfinanzas verdes,ind,0.0
Botsuana,Microcréditos verdes,ind,0.0
Botsuana,Microprestatarios verdes,ind,0.0
Botsuana,Coste medio de la microdeuda verde,ind,0.0
Botsuana,Coste medio de la deuda,ind,0.0531602802959
Botsuana,Tasa swap,ind,0.0369078947368
Botsuana,Cadenas de valor,param,1.09906015038
Botsuana,Instituciones financieras en relación a la energía limpia,ind,0.03
Botsuana,Cadenas de valor de energía limpia por sector,ind,0.00789473684211
Botsuana,Cadenas de valor de energía limpia distribuida por sector,ind,0.01875
Botsuana,Proveedores de servicios de energía limpia,ind,0.0225
Botsuana,Proveedores de servicios de energía limpia distribuida,ind,0.0857142857143
Botsuana,Gestión de GEI,param,0.393240600051
Botsuana,Actividad histórica de derechos de emisión de carbono,ind,0.0
Botsuana,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0
Botsuana,Potencial de proyectos,ind,0.0165309151068
Botsuana,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Botsuana,Registro de GEI,ind,0.0
Botsuana,Instrumentos basados en el mercado,ind,0.0
Botsuana,Instrumentos de PMR & NAMA,ind,0.0
Botsuana,Iniciativa de reporte global,ind,0.0
Botsuana,Principios de inversión responsable,ind,0.0271613190731
Botsuana,Iniciativas de eficiencia energética,ind,0.00727404695784
Botsuana,Políticas de reducción de emisiones,ind,0.00801980886992
Botsuana,Formación empresarial centrada en el medioambiente,ind,0.0
Botsuana,‘Think tanks’ centrado en el medioambiente,ind,0.0
Belice,Puntaje,score,0.978236841005
Belice,Marco Propicio,param,1.30835170947
Belice,Políticas de energía limpia,ind,0.0489517650197
Belice,Estructura del sector energético,ind,0.0522
Belice,Marco regulatorio de la energía distribuida,ind,0.0
Belice,Electrificación rural de energía limpia,ind,0.0
Belice,Políticas de acceso a la energía,ind,0.0
Belice,Obstáculos políticos,ind,0.0041975308642
Belice,Capacidad instalada de energía limpia,ind,0.16
Belice,Tasa de crecimiento de la capacidad instalada,ind,7.09550324465e-06
Belice,Generación eléctrica de energía limpia,ind,0.16
Belice,Tasa de crecimiento de generación eléctrica,ind,0.0206971513272
Belice,Producción de biocombustibles,ind,0.0
Belice,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
Belice,Precio promedio de la electricidad spot,ind,0.0
Belice,Precio promedio de la electricidad al por menor,ind,0.0755093632959
Belice,Precio promedio de la electricidad residencial,ind,0.0
Belice,Precio promedio de la electricidad comercial,ind,0.0
Belice,Precio promedio de la electricidad industrial,ind,0.0
Belice,Precio promedio de queroseno,ind,0.0
Belice,Precio promedio de diesel,ind,0.0
Belice,Tasa de crecimiento de la demanda de energía,ind,0.0
Belice,Tasa de electrificación,ind,0.00177777777778
Belice,Población que utiliza combustibles sólidos para cocinar,ind,0.0
Belice,Financiamiento y Inversión,param,0.674116124214
Belice,Inversiones en energía limpia,ind,0.1235403458
Belice,Tasa de crecimiento de las inversiones en energía limpia,ind,0.0
Belice,Inversiones en activos,ind,0.0
Belice,Inversiones en finanzas corporativas,ind,0.0
Belice,Inversiones en capital de riesgo / capital privado,ind,0.0
Belice,"Préstamos, donaciones, programas de donaciones",ind,0.0
Belice,Inversiones locales,ind,0.0
Belice,Número de instituciones de microfinanzas verdes,ind,0.0
Belice,Microcréditos verdes,ind,0.0
Belice,Microprestatarios verdes,ind,0.0
Belice,Coste medio de la microdeuda verde,ind,0.0
Belice,Coste medio de la deuda,ind,0.0468194914644
Belice,Tasa swap,ind,0.031875
Belice,Cadenas de valor,param,0.631578947368
Belice,Instituciones financieras en relación a la energía limpia,ind,0.075
Belice,Cadenas de valor de energía limpia por sector,ind,0.0197368421053
Belice,Cadenas de valor de energía limpia distribuida por sector,ind,0.0
Belice,Proveedores de servicios de energía limpia,ind,0.0
Belice,Proveedores de servicios de energía limpia distribuida,ind,0.0
Belice,Gestión de GEI,param,1.05282985232
Belice,Actividad histórica de derechos de emisión de carbono,ind,0.075
Belice,Riesgo del mecanismo de desarrollo limpio (MDL),ind,0.0
Belice,Potencial de proyectos,ind,0.00792447784752
Belice,Objetivos para la reducción de emisiones de gas de efecto invernadero (GEI),ind,0.0
Belice,Registro de GEI,ind,0.0
Belice,Instrumentos basados en el mercado,ind,0.0
Belice,Instrumentos de PMR & NAMA,ind,0.0
Belice,Iniciativa de reporte global,ind,0.0
Belice,Principios de inversión responsable,ind,0.0
Belice,Iniciativas de eficiencia energética,ind,0.0
Belice,Políticas de reducción de emisiones,ind,0.0
Belice,Formación empresarial centrada en el medioambiente,ind,0.0375
Belice,‘Think tanks’ centrado en el medioambiente,ind,0.0375
RD Congo,Puntaje,score,0.852241595426
RD Congo,Marco Propicio,param,0.79927357305
RD Congo,Políticas de energía limpia,ind,0.0148032798682
RD Congo,Estructura del sector energético,ind,0.0195833333333
RD Congo,Marco regulatorio de la energía distribuida,ind,0.0355555555556
RD Congo,Electrificación rural de energía limpia,ind,0.04
RD Congo,Políticas de acceso a la energía,ind,0.0340622814757
RD Congo,Obstáculos políticos,ind,0.00463636363636
RD Congo,Capacidad instalada de energía limpia,ind,0.012625753082
RD Congo,Tasa de crecimiento de la capacidad instalada,ind,0.0
RD Congo,Generación eléctrica de energía limpia,ind,0.00758492343372
RD Congo,Tasa de crecimiento de generación eléctrica,ind,0.0
RD Congo,Producción de biocombustibles,ind,0.0
RD Congo,Tasa de crecimiento de la producción de biocombustibles,ind,0.0
RD Congo,Precio promedio de la electricidad spot,ind,0.0
RD Congo,Precio promedio de la electricidad al por menor,ind,0.0155056179775
RD Congo,Precio promedio de la electricidad residencial,ind,0.0
RD Congo,Precio promedio de la electricidad comercial,ind,0.0
RD Congo,Precio promedio de la electricidad industrial,ind,0.0
RD Congo,Precio promedio de queroseno,ind,0.037972729021
RD Congo,Precio promedio de diesel,ind,0.04
RD Congo,Tasa de crecimiento de la demanda de energía,ind,0.0
RD Congo,Tasa de electrificación,ind,0.0384
RD Congo,Población que utiliza combustibles sólidos para cocinar,ind,0.0189795918367
RD Congo,Financiamiento y Inversión,param,0.663980702792
