name:en_aa,name:en_var,type_var,2017,2016,2015,2014
Azerbaijan,Population using solid fuels for cooking,ind,0.0,,,
Azerbaijan,Financing and Investments,param,0.24621701215,,,
Azerbaijan,Clean energy investments (2011-2015),ind,0.000876308888363,,,
Azerbaijan,Growth rate of clean energy investments,ind,0.0,,,
Azerbaijan,Asset finance investments,ind,0.0,,,
Azerbaijan,Corporate finance investments,ind,0.0,,,
Azerbaijan,VC/PE investments,ind,0.0,,,
Azerbaijan,"Loans, grants, grant programs",ind,0.000882159502976,,,
Azerbaijan,Local investments,ind,0.0,,,
Azerbaijan,Value chains,param,2.19078947368,,,
Azerbaijan,Financial institutions in clean energy,ind,0.0375,,,
Azerbaijan,Value chains by clean energy sector,ind,0.197368421053,,,
Azerbaijan,Distributed value chains by sector,ind,0.0,,,
Azerbaijan,Clean energy service providers,ind,0.09375,,,
Azerbaijan,Distributed clean energy service providers,ind,0.0,,,
Azerbaijan,GHG management,param,1.21875,,,
Azerbaijan,Carbon offsets historical activity,ind,0.06,,,
Azerbaijan,CDM risk,ind,0.03,,,
Azerbaijan,Carbon offsets future potential,ind,0.0,,,
Azerbaijan,GHG emissions reduction target,ind,0.03,,,
Azerbaijan,GHG country registry,ind,0.06,,,
Azerbaijan,GHG market-based instruments,ind,0.0,,,
Azerbaijan,PMR & NAMA,ind,0.0,,,
Azerbaijan,Voluntary GHG reporting by corporates,ind,0.0,,,
Azerbaijan,Investor pressure – PRI signatories,ind,0.0,,,
Azerbaijan,Corporate energy efficiency initiatives,ind,0.0028125,,,
Azerbaijan,Corporate emission reduction policies,ind,0.0,,,
Azerbaijan,Capacity building – env. business training,ind,0.0,,,
Azerbaijan,Capacity building – think tanks,ind,0.0,,,
Azerbaijan,Carbon tax,ind,0.0,,,
Barbados,Score,score,1.29815090031,0.940372835209,0.642333496921,0.785559012605
Barbados,Enabling framework,param,1.9245994416,1.20440018068,0.741180975515,0.761270609288
Barbados,Clean energy policies,ind,0.158879614526,0.15744,0.0724394308604,0.0720872078881
Barbados,Power sector structure,ind,0.0342006165377,0.0515469682953,0.0490909090909,0.0375
Barbados,Distributed energy framework,ind,0.0,0.0,0.0,0.0
Barbados,Clean energy rural electrification,ind,0.04,0.04,0.04,0.04
Barbados,Energy access policies,ind,0.0,0.0,0.0,0.0
Barbados,Barriers,ind,0.00423920265781,0.009075,0.00197530864198,0.0025
Barbados,Clean energy installed capacity,ind,0.0242916860337,0.00929174718742,0.0,0.0
Barbados,Growth rate of installed capacity,ind,0.16,0.0,0.0,0.0
Barbados,Clean energy electricity generation,ind,0.00618784055916,0.00205965137765,0.0,0.0
Barbados,Growth rate of electricity generation,ind,0.16,0.0,0.0,0.0
Barbados,Biofuels production capacity,ind,0.0,0.0,0.0,0.0
Barbados,Growth rate biofuels production capacity,ind,0.0,0.0,0.0,0.0
Barbados,Average electricity spot prices,ind,0.0,0.0,0.0,0.0
Barbados,Average retail electricity prices,ind,0.0820408163265,0.103001531337,0.130966741613,0.150788382766
Barbados,Average residential electricity prices,ind,0.0,0.0,0.0,0.0
Barbados,Average commercial electricity prices,ind,0.0,0.0,0.0,0.0
Barbados,Average industrial electricity prices,ind,0.0,0.0,0.0,0.0
Barbados,Average kerosene prices,ind,0.0,0.0,0.0,0.0
Barbados,Average diesel prices,ind,0.0,0.0,0.0,0.0
Barbados,Growth rate of power demand,ind,0.0,0.00934517407502,0.0,0.0
Barbados,Electrification rate,ind,0.1,0.1,0.002,0.00163265306122
Barbados,Population using solid fuels for cooking,ind,0.0,0.0,0.0,0.0
Barbados,Financing and Investments,param,0.628833131518,0.49967412207,0.363396671506,0.879818352439
Barbados,Clean energy investments (2011-2015),ind,0.0,0.0,0.0,0.00159616254608
Barbados,Growth rate of clean energy investments,ind,0.0,0.0,0.0,0.0
Barbados,Asset finance investments,ind,0.0,0.0,0.0,0.0
Barbados,Corporate finance investments,ind,0.0,0.0,0.0,0.0
Barbados,VC/PE investments,ind,0.0,0.0,0.0,0.0
Barbados,"Loans, grants, grant programs",ind,0.0421230521753,0.0,0.000359742718408,0.15
Barbados,Local investments,ind,0.0,0.146389578164,0.0,0.0
Barbados,Value chains,param,0.950657894737,1.08223684211,1.01644736842,0.884868421053
Barbados,Financial institutions in clean energy,ind,0.075,0.075,0.075,0.075
Barbados,Value chains by clean energy sector,ind,0.0394736842105,0.0592105263158,0.0493421052632,0.0296052631579
Barbados,Distributed value chains by sector,ind,0.0,0.0,0.0,0.0
Barbados,Clean energy service providers,ind,0.028125,0.028125,0.028125,0.028125
Barbados,Distributed clean energy service providers,ind,0.0,0.0,0.0,0.0
Barbados,GHG management,param,1.31375,0.975833333333,0.5625,0.5625
Barbados,Carbon offsets historical activity,ind,0.045,0.0,0.0,0.0
Barbados,CDM risk,ind,0.03,0.0,0.0,0.0
Barbados,Carbon offsets future potential,ind,0.0,0.00575,0.0,0.0
Barbados,GHG emissions reduction target,ind,0.0525,0.046875,0.0,0.0
Barbados,GHG country registry,ind,0.06,0.0,0.0,0.0
Barbados,GHG market-based instruments,ind,0.0,0.0,0.0,0.0
Barbados,PMR & NAMA,ind,0.0,0.0,0.009375,0.009375
Barbados,Voluntary GHG reporting by corporates,ind,0.00675,0.01875,0.0,0.0
Barbados,Investor pressure – PRI signatories,ind,0.0,0.0,0.0,0.0
Barbados,Corporate energy efficiency initiatives,ind,0.0028125,0.0,0.0,0.0
Barbados,Corporate emission reduction policies,ind,0.0,0.0,0.0,0.0
Barbados,Capacity building – env. business training,ind,0.0,0.0,0.0375,0.0375
Barbados,Capacity building – think tanks,ind,0.0,0.0375,0.0375,0.0375
Barbados,Carbon tax,ind,0.0,0.0375,,
Bangladesh,Score,score,1.23272450769,1.40028184348,1.20178898545,1.26431877795
Bangladesh,Enabling framework,param,1.37601569635,1.42048632813,1.29760643695,1.22755459884
Bangladesh,Clean energy policies,ind,0.06144,0.08064,0.0665834336729,0.0648334618379
Bangladesh,Power sector structure,ind,0.0843650430754,0.0899777282539,0.138181818182,0.166833333333
Bangladesh,Distributed energy framework,ind,0.0890322580645,0.0812903225806,0.0933333333333,0.0577777777778
Bangladesh,Clean energy rural electrification,ind,0.04,0.04,0.04,0.04
Bangladesh,Energy access policies,ind,0.0556245923011,0.0569695435731,0.05991334473,0.059248488866
Bangladesh,Barriers,ind,0.0272248062016,0.034156,0.00248275862069,0.0051650800081
Bangladesh,Clean energy installed capacity,ind,0.000451012664055,0.0,0.0,0.0
Bangladesh,Growth rate of installed capacity,ind,0.0349413942011,0.0,0.0,0.0
Bangladesh,Clean energy electricity generation,ind,0.000102686912328,0.0,0.0,0.0
Bangladesh,Growth rate of electricity generation,ind,0.0,0.0,0.0,0.0
Bangladesh,Biofuels production capacity,ind,0.0,0.0,0.0,0.0
Bangladesh,Growth rate biofuels production capacity,ind,0.0,0.0,0.0,0.0
Bangladesh,Average electricity spot prices,ind,0.0,0.0,0.0131867168378,0.0138534943843
Bangladesh,Average retail electricity prices,ind,0.0245191836735,0.0230769230769,0.00926315789474,0.00926079979596
Bangladesh,Average residential electricity prices,ind,0.0,0.0,0.0,0.0
Bangladesh,Average commercial electricity prices,ind,0.0,0.0,0.0,0.0
Bangladesh,Average industrial electricity prices,ind,0.0,0.0,0.0,0.0
Bangladesh,Average kerosene prices,ind,0.0060853432282,0.0216443074811,0.0201156069364,0.0214619891818
Bangladesh,Average diesel prices,ind,0.00645669291339,0.0211612903226,0.0254,0.0183652173913
Bangladesh,Growth rate of power demand,ind,0.0,0.0123151506572,0.0285481715253,0.0129621574598
Bangladesh,Electrification rate,ind,0.102,0.0888,0.00387096774194,0.00309677419355
Bangladesh,Population using solid fuels for cooking,ind,0.0181632653061,0.0181632653061,0.0181632653061,0.0181632653061
Bangladesh,Financing and Investments,param,0.389407953909,0.339551692393,0.664984000469,0.963627304942
Bangladesh,Clean energy investments (2011-2015),ind,7.0576971624e-05,0.000634550904483,0.00017377343907,0.000253073413499
Bangladesh,Growth rate of clean energy investments,ind,0.0,0.0,0.0,0.0
Bangladesh,Asset finance investments,ind,0.0,0.0,0.0,0.0
Bangladesh,Corporate finance investments,ind,0.0,0.0,0.0,0.0
Bangladesh,VC/PE investments,ind,0.0,0.0,0.0,0.0
Bangladesh,"Loans, grants, grant programs",ind,0.00278629314467,0.0,0.00870240432536,0.00933809590141
Bangladesh,Local investments,ind,0.000530642947636,0.100760034159,0.0,0.0
Bangladesh,Value chains,param,2.99266917293,2.84981203008,2.57086466165,2.57086466165
Bangladesh,Financial institutions in clean energy,ind,0.12,0.12,0.09,0.09
Bangladesh,Value chains by clean energy sector,ind,0.0315789473684,0.0315789473684,0.0197368421053,0.0197368421053
Bangladesh,Distributed value chains by sector,ind,0.09375,0.09375,0.09375,0.09375
Bangladesh,Clean energy service providers,ind,0.075,0.075,0.075,0.075
Bangladesh,Distributed clean energy service providers,ind,0.128571428571,0.107142857143,0.107142857143,0.107142857143
Bangladesh,GHG management,param,0.777303113553,2.01833333333,0.650810075187,0.657193651248
Bangladesh,Carbon offsets historical activity,ind,0.045,0.0375,0.0,0.0
Bangladesh,CDM risk,ind,0.018,0.025,0.0125,0.0125
Bangladesh,Carbon offsets future potential,ind,0.0,0.0055,0.00589366443559,0.00589366443559
Bangladesh,GHG emissions reduction target,ind,0.0,0.046875,0.0,0.0
Bangladesh,GHG country registry,ind,0.015,0.0,0.0,0.0
Bangladesh,GHG market-based instruments,ind,0.0,0.0,0.0,0.0
Bangladesh,PMR & NAMA,ind,0.0,0.0,0.0,0.0
Bangladesh,Voluntary GHG reporting by corporates,ind,0.0225,0.05625,0.00138174807198,0.0041062005277
Bangladesh,Investor pressure – PRI signatories,ind,0.01125,0.000375,0.0,0.0
Bangladesh,Corporate energy efficiency initiatives,ind,0.0028125,0.0,0.000890573575885,0.0
Bangladesh,Corporate emission reduction policies,ind,0.000133928571429,0.01875,0.0019555251946,0.00107918272392
Bangladesh,Capacity building – env. business training,ind,0.0,0.0375,0.0375,0.0375
Bangladesh,Capacity building – think tanks,ind,0.000949519230769,0.0375,0.0375,0.0375
Bangladesh,Carbon tax,ind,0.000949519230769,0.0375,,
Bolivia,Score,score,1.10443446751,0.889836959338,1.04050951259,0.912422373058
Bolivia,Enabling framework,param,0.930730896281,1.01741502139,0.611715548435,0.648963044475
Bolivia,Clean energy policies,ind,0.0372409979409,0.04032,0.0,0.0
Bolivia,Power sector structure,ind,0.0899775214264,0.122619258263,0.0813,0.0813
Bolivia,Distributed energy framework,ind,0.0,0.0,0.0,0.0
Bolivia,Clean energy rural electrification,ind,0.04,0.04,0.04,0.04
Bolivia,Energy access policies,ind,0.0,0.0,0.0,0.0
Bolivia,Barriers,ind,0.00487043189369,0.009471,0.00514398103787,0.00514398103787
Bolivia,Clean energy installed capacity,ind,0.0390569790423,0.0396757806872,0.0476239816882,0.0476239816882
Bolivia,Growth rate of installed capacity,ind,0.00766696615753,0.00162156683896,0.0,0.0
Bolivia,Clean energy electricity generation,ind,0.0206287865797,0.0253625925621,0.0334093156693,0.0334093156693
Bolivia,Growth rate of electricity generation,ind,0.0,0.00309687418502,0.0,0.0
Bolivia,Biofuels production capacity,ind,0.0,0.0,0.0,0.0
Bolivia,Growth rate biofuels production capacity,ind,0.0,0.0,0.0,0.0
Bolivia,Average electricity spot prices,ind,0.014343003413,0.00766786739022,0.00840512874047,0.00840512874047
Bolivia,Average retail electricity prices,ind,0.0219248653061,0.0203346153846,0.0157116104869,0.0157116104869
Bolivia,Average residential electricity prices,ind,0.0,0.0,0.0,0.0
Bolivia,Average commercial electricity prices,ind,0.0,0.0,0.0,0.0
Bolivia,Average industrial electricity prices,ind,0.0,0.0,0.0,0.0
Bolivia,Average kerosene prices,ind,0.0,0.0,0.0,0.0
Bolivia,Average diesel prices,ind,0.0,0.0,0.0,0.0
Bolivia,Growth rate of power demand,ind,0.00654280675274,0.0110964532442,0.0261521197077,0.0261521197077
Bolivia,Electrification rate,ind,0.09004,0.0857,0.00183908045977,0.00183908045977
Bolivia,Population using solid fuels for cooking,ind,0.0,0.0,0.0,0.0
Bolivia,Financing and Investments,param,2.08062603973,0.534723344717,1.7255849136,1.09728064655
Bolivia,Clean energy investments (2011-2015),ind,0.0936769664587,0.0139694669132,0.000249037132865,0.000249037132865
Bolivia,Growth rate of clean energy investments,ind,0.3825,0.0,0.0,0.0
Bolivia,Asset finance investments,ind,0.0,0.0,0.0,0.0
Bolivia,Corporate finance investments,ind,0.0,0.0,0.0,0.0
Bolivia,VC/PE investments,ind,0.0,0.0,0.0,0.0
Bolivia,"Loans, grants, grant programs",ind,0.00175475965667,0.0,0.0751600563721,0.0751600563721
Bolivia,Local investments,ind,0.0,0.146208178439,0.00601285230786,0.00601285230786
Bolivia,Value chains,param,0.707236842105,0.710526315789,0.641447368421,0.825657894737
Bolivia,Financial institutions in clean energy,ind,0.0375,0.0375,0.075,0.075
Bolivia,Value chains by clean energy sector,ind,0.0592105263158,0.0690789473684,0.0394736842105,0.0394736842105
Bolivia,Distributed value chains by sector,ind,0.0,0.0,0.0,0.0
Bolivia,Clean energy service providers,ind,0.009375,0.0,0.009375,0.009375
Bolivia,Distributed clean energy service providers,ind,0.0,0.0,0.0,0.0
Bolivia,GHG management,param,0.0124584717608,1.43916666667,1.21287142584,1.33202851396
Bolivia,Carbon offsets historical activity,ind,0.0,0.075,0.075,0.075
Bolivia,CDM risk,ind,0.0,0.025,0.0,0.0
Bolivia,Carbon offsets future potential,ind,0.0,0.03675,0.0229723805421,0.0229723805421
Bolivia,GHG emissions reduction target,ind,0.0,0.0,0.0,0.0
Bolivia,GHG country registry,ind,0.0,0.0,0.0,0.0
Bolivia,GHG market-based instruments,ind,0.0,0.0,0.0,0.0
Bolivia,PMR & NAMA,ind,0.0,0.0,0.0,0.0
Bolivia,Voluntary GHG reporting by corporates,ind,0.0,0.0,0.0268318965517,0.0268318965517
Bolivia,Investor pressure – PRI signatories,ind,0.0,0.004125,0.0,0.0
Bolivia,Corporate energy efficiency initiatives,ind,0.0,0.0,0.0,0.0
Bolivia,Corporate emission reduction policies,ind,0.00186877076412,0.0,0.0,0.0
Bolivia,Capacity building – env. business training,ind,0.0,0.0,0.0375,0.0375
Bolivia,Capacity building – think tanks,ind,0.0,0.0375,0.0375,0.0375
Bolivia,Carbon tax,ind,0.0,0.0375,,
Brazil,Score,score,2.20766648289,2.29481601996,2.11975360764,2.17321811376
Brazil,Enabling framework,param,2.0526731235,2.2364099764,1.97878075056,2.13580676277
Brazil,Clean energy policies,ind,0.275752812822,0.2496,0.238608842055,0.269446857485
Brazil,Power sector structure,ind,0.15748543938,0.205042805483,0.183272727273,0.1691
Brazil,Distributed energy framework,ind,0.0,0.0,0.0,0.0
Brazil,Clean energy rural electrification,ind,0.04,0.04,0.04,0.04
Brazil,Energy access policies,ind,0.0,0.0,0.0,0.0
Brazil,Barriers,ind,0.00370390760956,0.008647,0.00099907493062,0.00212323064113
Brazil,Clean energy installed capacity,ind,0.0517285676817,0.0530870741838,0.0442995261307,0.0394840957631
Brazil,Growth rate of installed capacity,ind,0.0135818830881,0.0143594632348,0.0282604034624,0.000244893746111
Brazil,Clean energy electricity generation,ind,0.0285440611432,0.0201953906973,0.0271500951017,0.0143182229496
Brazil,Growth rate of electricity generation,ind,0.00460276684143,0.0232930171778,0.012818380876,0.0
Brazil,Biofuels production capacity,ind,0.08,0.08,0.0523320788535,0.08
Brazil,Growth rate biofuels production capacity,ind,0.00144470399176,0.0366767372034,0.00988339396324,0.08
Brazil,Average electricity spot prices,ind,0.0286285736831,0.0401186263836,0.1,0.1
Brazil,Average retail electricity prices,ind,0.0359465331594,0.0235438761951,0.0211193315789,0.0225524344569
Brazil,Average residential electricity prices,ind,0.0,0.0,0.0,0.0
Brazil,Average commercial electricity prices,ind,0.0,0.0,0.0,0.0
Brazil,Average industrial electricity prices,ind,0.0,0.0,0.0,0.0
Brazil,Average kerosene prices,ind,0.0,0.0,0.0,0.0
Brazil,Average diesel prices,ind,0.0,0.0,0.0,0.0
Brazil,Growth rate of power demand,ind,0.0,0.0,0.0307684459992,0.0354368084483
Brazil,Electrification rate,ind,0.09965,0.1,0.002,0.00161616161616
Brazil,Population using solid fuels for cooking,ind,0.0,0.0,0.0,0.0
Brazil,Financing and Investments,param,1.07409509801,1.00439272958,0.690821649522,0.574042860642
Brazil,Clean energy investments (2011-2015),ind,0.113574358177,0.144868285869,0.0257415718496,0.0456817551057
Brazil,Growth rate of clean energy investments,ind,0.0534773290853,0.054065942318,0.0622826537532,0.0197082739927
Brazil,Asset finance investments,ind,0.0,0.0,0.0,0.0
Brazil,Corporate finance investments,ind,0.0,0.0,0.0,0.0
Brazil,VC/PE investments,ind,0.0,0.0,0.0,0.0
Brazil,"Loans, grants, grant programs",ind,0.000115604819381,0.0462386076752,0.00165176254436,0.00181109254223
Brazil,Local investments,ind,0.0760621501844,0.0134201546861,0.00990155639567,0.0241488593564
Brazil,Value chains,param,4.34539473684,4.34539473684,4.34539473684,4.40789473684
Brazil,Financial institutions in clean energy,ind,0.1875,0.1875,0.1875,0.1875
Brazil,Value chains by clean energy sector,ind,0.286184210526,0.286184210526,0.286184210526,0.286184210526
Brazil,Distributed value chains by sector,ind,0.0,0.0,0.0,0.0
Brazil,Clean energy service providers,ind,0.178125,0.178125,0.178125,0.1875
Brazil,Distributed clean energy service providers,ind,0.0,0.0,0.0,0.0
Brazil,GHG management,param,2.75039662373,2.98083333333,3.12790401354,3.23665559959
Brazil,Carbon offsets historical activity,ind,0.06,0.075,0.075,0.075
Brazil,CDM risk,ind,0.03,0.0375,0.05,0.05
Brazil,Carbon offsets future potential,ind,0.0,0.01475,0.0285276933328,0.0285276933328
Brazil,GHG emissions reduction target,ind,0.045,0.09375,0.09375,0.09375
Brazil,GHG country registry,ind,0.0525,0.0,0.046875,0.05625
Brazil,GHG market-based instruments,ind,0.05625,0.009375,0.0,0.0
Brazil,PMR & NAMA,ind,0.0,0.0,0.028125,0.028125
Brazil,Voluntary GHG reporting by corporates,ind,0.03375,0.01875,0.0123988263861,0.012766611977
Brazil,Investor pressure – PRI signatories,ind,0.0,0.020625,0.0337800113975,0.0375
Brazil,Corporate energy efficiency initiatives,ind,0.00421875,0.036375,0.0123375615741,0.0141512734705
Brazil,Corporate emission reduction policies,ind,0.00339776502567,0.034125,0.0133915093405,0.0144277611581
Brazil,Capacity building – env. business training,ind,0.0432509351114,0.031875,0.0375,0.0375
Brazil,Capacity building – think tanks,ind,0.0419153520898,0.0375,0.0375,0.0375
Brazil,Carbon tax,ind,0.0422766913319,0.0375,,
Bahamas,Score,score,0.713625495344,0.746704154146,0.480563194098,0.527039233413
Bahamas,Enabling framework,param,0.761988902834,0.717240884312,0.356262357504,0.465599180024
Bahamas,Clean energy policies,ind,0.0658678560951,0.0528,0.0,0.0
Bahamas,Power sector structure,ind,0.03808077853,0.0250702211757,0.0327272727273,0.0402
Bahamas,Distributed energy framework,ind,0.0,0.0,0.0,0.0
Bahamas,Clean energy rural electrification,ind,0.0,0.0,0.0,0.0
Bahamas,Energy access policies,ind,0.0,0.0,0.0,0.0
Bahamas,Barriers,ind,0.0,0.00642,0.000380952380952,0.000809523809524
Bahamas,Clean energy installed capacity,ind,0.0,0.0,0.0,0.0
Bahamas,Growth rate of installed capacity,ind,0.0,0.0,0.0,0.0
Bahamas,Clean energy electricity generation,ind,0.0,0.0,0.0,0.0
Bahamas,Growth rate of electricity generation,ind,0.0,0.0,0.0,0.0
